home_team,away_team,posteam,side_of_field,yardline_100,down,yrdln,ydsnet,kick_distance,punt_blocked,touchdown,return_touchdown,punt_attempt,return_yards
PIT,TEN,PIT,PIT,56,4,PIT 44,2,54,0,0,0,1,0
PIT,TEN,TEN,TEN,96,4,TEN 4,2,50,0,0,0,1,11
PIT,TEN,PIT,TEN,41,4,TEN 41,2,30,0,0,0,1,0
PIT,TEN,PIT,PIT,79,4,PIT 21,-6,53,0,0,0,1,0
PIT,TEN,TEN,PIT,44,4,PIT 44,0,39,0,0,0,1,0
PIT,TEN,PIT,PIT,62,4,PIT 38,33,46,0,0,0,1,11
PIT,TEN,PIT,TEN,45,4,TEN 45,9,38,0,0,0,1,-2
PIT,TEN,TEN,TEN,96,4,TEN 4,-1,50,0,0,0,1,0
PIT,TEN,PIT,TEN,43,4,TEN 43,11,33,0,0,0,1,0
PIT,TEN,TEN,TEN,71,4,TEN 29,19,56,0,0,0,1,0
PIT,TEN,PIT,PIT,77,4,PIT 23,8,45,0,0,0,1,5
PIT,TEN,TEN,TEN,70,4,TEN 30,12,28,0,0,0,1,0
CLE,MIN,MIN,MIN,70,4,MIN 30,0,51,0,0,0,1,3
CLE,MIN,CLE,CLE,82,4,CLE 18,-4,31,0,0,0,1,0
CLE,MIN,CLE,CLE,90,4,CLE 10,-4,49,0,0,0,1,36
CLE,MIN,MIN,MIN,71,4,MIN 29,9,29,0,0,0,1,0
CLE,MIN,CLE,CLE,53,4,CLE 47,5,38,0,0,0,1,0
CLE,MIN,MIN,MIN,81,4,MIN 19,4,48,0,1,1,1,67
CLE,MIN,MIN,MIN,66,4,MIN 34,8,27,0,0,0,1,0
CLE,MIN,CLE,CLE,51,4,CLE 49,30,39,0,0,0,1,0
CLE,MIN,MIN,MIN,72,4,MIN 28,16,42,0,0,0,1,-3
CLE,MIN,CLE,CLE,71,4,CLE 29,3,53,0,0,0,1,18
CLE,MIN,MIN,CLE,35,4,CLE 35,1,NA,0,0,0,1,0
NO,DET,DET,DET,75,4,DET 25,5,28,0,0,0,1,0
NO,DET,NO,NO,74,4,NO 26,7,54,0,0,0,1,12
NO,DET,DET,DET,67,4,DET 33,1,55,0,0,0,1,0
NO,DET,NO,NO,81,4,NO 19,7,42,0,0,0,1,43
NO,DET,DET,DET,70,4,DET 30,6,46,0,0,0,1,11
NO,DET,DET,DET,76,4,DET 24,4,36,0,0,0,1,0
NO,DET,DET,DET,58,4,DET 42,6,43,0,0,0,1,0
TB,DAL,DAL,DAL,57,4,DAL 43,26,NA,0,0,0,1,0
TB,DAL,TB,DAL,46,4,DAL 46,34,36,0,0,0,1,0
TB,DAL,DAL,DAL,64,4,DAL 36,26,63,0,0,0,1,13
TB,DAL,TB,TB,82,4,TB 18,4,38,0,0,0,1,0
TB,DAL,TB,TB,59,4,TB 41,21,38,0,0,0,1,0
TB,DAL,TB,TB,72,4,TB 28,8,48,0,0,0,1,0
TB,DAL,DAL,DAL,81,4,DAL 19,5,53,0,0,0,1,14
TB,DAL,TB,TB,54,4,TB 46,4,45,0,0,0,1,3
TB,DAL,DAL,DAL,62,4,DAL 38,26,46,0,0,0,1,0
HOU,NYJ,HOU,HOU,62,4,HOU 38,18,47,0,0,0,1,4
HOU,NYJ,NYJ,NYJ,76,4,NYJ 24,5,43,0,0,0,1,0
HOU,NYJ,HOU,HOU,64,4,HOU 36,3,38,0,0,0,1,0
HOU,NYJ,HOU,HOU,53,4,HOU 47,15,33,0,0,0,1,0
HOU,NYJ,NYJ,NYJ,73,4,NYJ 27,7,43,0,0,0,1,0
HOU,NYJ,HOU,HOU,82,4,HOU 18,8,51,0,0,0,1,18
HOU,NYJ,HOU,HOU,76,4,HOU 24,-1,51,0,0,0,1,12
HOU,NYJ,NYJ,NYJ,60,4,NYJ 40,3,46,0,0,0,1,0
HOU,NYJ,NYJ,HOU,43,4,HOU 43,6,32,0,0,0,1,0
HOU,NYJ,HOU,HOU,80,4,HOU 20,9,44,0,0,0,1,0
IND,JAC,JAC,IND,43,4,IND 43,37,31,0,0,0,1,0
IND,JAC,JAC,IND,45,4,IND 45,27,31,0,0,0,1,0
IND,JAC,JAC,JAC,75,4,JAC 25,5,43,0,0,0,1,5
IND,JAC,IND,IND,54,4,IND 46,9,45,0,0,0,1,0
IND,JAC,JAC,JAC,93,4,JAC 7,-2,27,0,0,0,1,0
IND,JAC,IND,JAC,44,4,JAC 44,36,43,0,0,0,1,0
IND,JAC,JAC,JAC,90,4,JAC 10,9,57,0,0,0,1,0
CIN,DEN,DEN,DEN,57,4,DEN 43,23,45,0,0,0,1,0
CIN,DEN,CIN,DEN,47,4,DEN 47,41,31,0,0,0,1,0
CIN,DEN,DEN,DEN,79,4,DEN 21,5,43,0,0,0,1,14
CIN,DEN,DEN,DEN,57,4,DEN 43,-1,36,0,0,0,1,11
CIN,DEN,CIN,DEN,38,4,DEN 38,30,22,0,0,0,1,0
CIN,DEN,DEN,DEN,80,4,DEN 20,4,56,0,0,0,1,9
CIN,DEN,DEN,DEN,72,4,DEN 28,8,53,0,0,0,1,13
CIN,DEN,CIN,DEN,49,4,DEN 49,19,31,0,0,0,1,0
CIN,DEN,CIN,CIN,63,4,CIN 37,17,55,0,0,0,1,6
CIN,DEN,DEN,DEN,83,4,DEN 17,3,28,0,0,0,1,0
CIN,DEN,CIN,CIN,55,4,CIN 45,-10,47,0,0,0,1,1
CIN,DEN,DEN,DEN,61,4,DEN 39,34,46,0,0,0,1,2
CIN,DEN,CIN,CIN,74,4,CIN 26,9,50,0,0,0,1,10
CIN,DEN,CIN,CIN,77,4,CIN 23,8,42,0,0,0,1,0
CIN,DEN,DEN,CIN,42,4,CIN 42,23,33,0,0,0,1,0
CAR,PHI,PHI,CAR,47,4,CAR 47,27,37,0,0,0,1,0
CAR,PHI,CAR,CAR,72,4,CAR 28,8,57,0,1,1,1,85
CAR,PHI,CAR,CAR,66,4,CAR 34,-1,61,0,0,0,1,21
CAR,PHI,PHI,PHI,52,4,PHI 48,33,37,0,0,0,1,0
CAR,PHI,PHI,PHI,56,4,PHI 44,16,49,0,0,0,1,26
CAR,PHI,CAR,CAR,54,4,CAR 46,13,NA,0,0,0,1,0
CAR,PHI,CAR,CAR,51,4,CAR 49,-16,NA,0,0,0,1,0
CAR,PHI,PHI,PHI,76,4,PHI 24,4,48,0,0,0,1,7
BAL,KC,KC,KC,73,4,KC 27,1,43,0,0,0,1,0
BAL,KC,KC,KC,80,4,KC 20,-5,57,0,0,0,1,7
BAL,KC,KC,KC,75,4,KC 25,9,61,0,0,0,1,2
BAL,KC,BAL,BAL,85,4,BAL 15,7,56,0,0,0,1,0
BAL,KC,KC,KC,66,4,KC 34,5,57,0,0,0,1,0
BAL,KC,KC,KC,76,4,KC 24,4,28,0,0,0,1,0
BAL,KC,BAL,KC,41,4,KC 41,11,31,0,0,0,1,0
ATL,MIA,ATL,MIA,45,4,MIA 45,-8,33,0,0,0,1,0
ATL,MIA,MIA,MIA,54,4,MIA 46,34,43,0,0,0,1,0
ATL,MIA,MIA,MIA,62,4,MIA 38,24,49,0,0,0,1,11
ATL,MIA,ATL,ATL,67,4,ATL 33,9,38,0,0,0,1,7
ATL,MIA,MIA,MIA,79,4,MIA 21,5,50,0,0,0,1,0
ATL,MIA,ATL,ATL,62,4,ATL 38,9,40,0,0,0,1,4
ATL,MIA,MIA,MIA,79,4,MIA 21,-5,45,0,0,0,1,18
ATL,MIA,ATL,MIA,44,4,MIA 44,4,NA,0,0,0,1,0
ATL,MIA,MIA,MIA,67,4,MIA 33,5,38,0,0,0,1,2
ARI,SF,ARI,ARI,65,4,ARI 35,15,52,0,0,0,1,13
ARI,SF,SF,SF,66,4,SF 34,8,45,0,0,0,1,8
ARI,SF,ARI,ARI,86,4,ARI 14,6,45,0,0,0,1,-4
ARI,SF,SF,SF,51,4,SF 49,27,40,0,0,0,1,0
ARI,SF,ARI,ARI,86,4,ARI 14,3,56,0,0,0,1,7
ARI,SF,SF,SF,64,4,SF 36,9,41,0,0,0,1,0
ARI,SF,ARI,ARI,74,4,ARI 26,3,56,0,0,0,1,14
ARI,SF,SF,SF,76,4,SF 24,4,54,0,0,0,1,12
ARI,SF,ARI,ARI,55,4,ARI 45,11,NA,0,0,0,1,0
ARI,SF,SF,SF,75,4,SF 25,5,44,0,0,0,1,0
ARI,SF,SF,SF,87,4,SF 13,-5,51,0,0,0,1,3
ARI,SF,ARI,ARI,66,4,ARI 34,18,64,0,0,0,1,0
ARI,SF,SF,SF,99,4,SF 1,-1,64,0,0,0,1,27
ARI,SF,SF,SF,61,4,SF 39,6,54,0,0,0,1,5
SEA,STL,STL,STL,79,4,STL 21,1,60,0,0,0,1,11
SEA,STL,SEA,SEA,63,4,SEA 37,7,55,0,0,0,1,24
SEA,STL,STL,STL,59,4,STL 41,9,41,0,0,0,1,9
SEA,STL,STL,SEA,35,4,SEA 35,3,31,0,0,0,1,0
SEA,STL,STL,STL,86,4,STL 14,-12,48,0,0,0,1,3
SEA,STL,SEA,SEA,53,4,SEA 47,21,NA,0,0,0,1,0
SEA,STL,STL,STL,60,4,STL 40,20,59,0,0,0,1,0
SEA,STL,STL,STL,79,4,STL 21,1,46,0,0,0,1,5
SEA,STL,STL,STL,60,4,STL 40,20,NA,0,0,0,1,0
SEA,STL,SEA,STL,44,4,STL 44,36,NA,0,0,0,1,0
SEA,STL,STL,STL,85,4,STL 15,-5,61,0,0,0,1,0
SEA,STL,SEA,SEA,56,4,SEA 44,20,44,0,0,0,1,0
SEA,STL,SEA,SEA,84,4,SEA 16,8,70,0,0,0,1,0
NYG,WAS,WAS,NYG,38,4,NYG 38,33,NA,0,0,0,1,0
NYG,WAS,WAS,WAS,94,4,WAS 6,3,38,0,0,0,1,0
NYG,WAS,WAS,NYG,43,4,NYG 43,37,35,0,0,0,1,0
NYG,WAS,NYG,NYG,77,4,NYG 23,15,48,0,0,0,1,1
NYG,WAS,WAS,WAS,69,4,WAS 31,11,49,0,0,0,1,0
NYG,WAS,WAS,WAS,57,4,WAS 43,5,33,0,0,0,1,0
GB,CHI,CHI,CHI,59,4,CHI 41,2,51,0,0,0,1,0
GB,CHI,GB,GB,60,4,GB 40,32,47,0,0,0,1,5
GB,CHI,GB,GB,52,4,GB 48,5,NA,0,0,0,1,0
GB,CHI,CHI,CHI,73,4,CHI 27,7,46,0,0,0,1,14
GB,CHI,GB,GB,58,4,GB 42,1,NA,0,0,0,1,0
GB,CHI,CHI,CHI,73,4,CHI 27,7,51,0,0,0,1,0
GB,CHI,CHI,CHI,61,4,CHI 39,19,50,0,0,0,1,0
GB,CHI,GB,GB,84,4,GB 16,5,43,0,0,0,1,0
GB,CHI,GB,GB,66,4,GB 34,2,40,0,0,0,1,10
GB,CHI,GB,GB,55,4,GB 45,0,28,0,0,0,1,0
NE,BUF,BUF,BUF,62,4,BUF 38,-2,55,0,0,0,1,10
NE,BUF,NE,NE,74,4,NE 26,-6,42,0,0,0,1,5
NE,BUF,BUF,BUF,56,4,BUF 44,17,28,0,0,0,1,0
NE,BUF,BUF,BUF,63,4,BUF 37,17,39,0,0,0,1,11
NE,BUF,BUF,BUF,52,4,BUF 48,27,49,0,0,0,1,0
OAK,SD,SD,SD,65,4,SD 35,6,49,0,0,0,1,0
OAK,SD,OAK,OAK,71,4,OAK 29,5,55,0,0,0,1,-3
OAK,SD,SD,SD,87,4,SD 13,0,65,0,0,0,1,14
OAK,SD,OAK,OAK,64,4,OAK 36,-1,54,0,0,0,1,8
OAK,SD,SD,SD,90,4,SD 10,-8,57,0,0,0,1,19
OAK,SD,OAK,SD,43,4,SD 43,5,NA,0,0,0,1,0
OAK,SD,SD,SD,80,4,SD 20,0,56,0,0,0,1,3
OAK,SD,OAK,OAK,69,4,OAK 31,4,43,0,0,0,1,5
OAK,SD,SD,SD,70,4,SD 30,-3,38,0,0,0,1,0
ATL,CAR,ATL,CAR,48,4,CAR 48,13,37,0,0,0,1,0
ATL,CAR,CAR,CAR,94,4,CAR 6,1,51,0,0,0,1,0
ATL,CAR,ATL,ATL,80,4,ATL 20,1,55,0,0,0,1,7
ATL,CAR,ATL,ATL,73,4,ATL 27,19,57,0,0,0,1,10
DET,MIN,MIN,MIN,64,4,MIN 36,5,43,0,0,0,1,0
DET,MIN,MIN,DET,48,4,DET 48,8,34,0,0,0,1,0
DET,MIN,DET,DET,77,4,DET 23,9,44,0,0,0,1,0
DET,MIN,MIN,MIN,66,4,MIN 34,-4,48,0,0,0,1,7
DET,MIN,DET,DET,83,4,DET 17,-11,43,0,0,0,1,13
DET,MIN,DET,DET,58,4,DET 42,21,38,0,0,0,1,9
DET,MIN,MIN,MIN,80,4,MIN 20,-9,43,0,0,0,1,0
DET,MIN,DET,MIN,42,4,MIN 42,21,25,0,0,0,1,0
WAS,STL,WAS,WAS,66,4,WAS 34,9,44,0,0,0,1,6
WAS,STL,STL,STL,58,4,STL 42,14,44,0,0,0,1,0
WAS,STL,STL,STL,52,4,STL 48,33,41,0,0,0,1,15
WAS,STL,STL,STL,63,4,STL 37,13,42,0,0,0,1,0
WAS,STL,WAS,WAS,96,4,WAS 4,-2,52,0,0,0,1,7
WAS,STL,STL,WAS,46,4,WAS 46,3,NA,0,0,0,1,0
TEN,HOU,HOU,HOU,75,4,HOU 25,5,48,0,0,0,1,0
TEN,HOU,HOU,HOU,72,4,HOU 28,8,41,0,0,0,1,15
TEN,HOU,TEN,TEN,70,4,TEN 30,10,43,0,0,0,1,0
TEN,HOU,TEN,TEN,72,4,TEN 28,4,60,0,0,0,1,16
TEN,HOU,HOU,HOU,63,4,HOU 37,9,62,0,0,0,1,0
TEN,HOU,HOU,HOU,75,4,HOU 25,5,50,0,0,0,1,1
TEN,HOU,TEN,TEN,85,4,TEN 15,-1,48,0,0,0,1,-2
TEN,HOU,TEN,TEN,57,4,TEN 43,9,48,0,0,0,1,0
TEN,HOU,HOU,HOU,70,4,HOU 30,6,52,0,0,0,1,9
TEN,HOU,HOU,HOU,58,4,HOU 42,9,NA,0,0,0,1,0
TEN,HOU,TEN,TEN,72,4,TEN 28,8,40,0,0,0,1,0
PHI,NO,NO,NO,74,4,NO 26,6,51,0,0,0,1,0
PHI,NO,PHI,PHI,81,4,PHI 19,7,34,0,0,0,1,0
PHI,NO,PHI,PHI,55,4,PHI 45,5,NA,0,0,0,1,0
PHI,NO,NO,NO,62,4,NO 38,8,60,0,0,0,1,4
PHI,NO,PHI,PHI,92,4,PHI 8,5,49,0,0,0,1,3
PHI,NO,PHI,PHI,90,4,PHI 10,4,61,0,0,0,1,-6
PHI,NO,NO,NO,69,4,NO 31,4,45,0,0,0,1,1
PHI,NO,PHI,PHI,74,4,PHI 26,1,26,0,0,0,1,0
NYJ,NE,NE,NYJ,36,4,NYJ 36,43,NA,0,0,0,1,0
NYJ,NE,NYJ,NYJ,94,4,NYJ 6,-14,43,0,0,0,1,0
NYJ,NE,NE,NYJ,44,4,NYJ 44,5,29,0,0,0,1,0
NYJ,NE,NYJ,NYJ,55,4,NYJ 45,7,38,0,0,0,1,1
NYJ,NE,NYJ,NYJ,78,4,NYJ 22,6,38,0,0,0,1,0
NYJ,NE,NE,NE,75,4,NE 25,0,30,0,0,0,1,0
NYJ,NE,NE,NE,60,4,NE 40,18,45,0,0,0,1,0
NYJ,NE,NE,NE,68,4,NE 32,17,39,0,0,0,1,16
NYJ,NE,NYJ,NE,48,4,NE 48,7,NA,0,0,0,1,0
NYJ,NE,NE,NE,66,4,NE 34,14,42,0,0,0,1,9
NYJ,NE,NYJ,NYJ,60,4,NYJ 40,17,42,0,0,0,1,2
KC,OAK,OAK,OAK,76,4,OAK 24,4,66,0,0,0,1,6
KC,OAK,KC,KC,65,4,KC 35,19,41,0,0,0,1,0
KC,OAK,OAK,OAK,75,4,OAK 25,1,70,0,0,0,1,16
KC,OAK,OAK,KC,47,4,KC 47,-7,NA,0,0,0,1,0
KC,OAK,KC,KC,62,4,KC 38,18,51,0,0,0,1,0
KC,OAK,KC,KC,61,4,KC 39,19,41,0,0,0,1,0
KC,OAK,OAK,OAK,75,4,OAK 25,5,53,0,0,0,1,7
KC,OAK,KC,KC,55,4,KC 45,25,NA,0,0,0,1,0
KC,OAK,OAK,OAK,77,4,OAK 23,3,57,0,0,0,1,10
KC,OAK,OAK,OAK,88,4,OAK 12,6,50,0,0,0,1,0
KC,OAK,KC,OAK,41,4,OAK 41,20,30,0,0,0,1,0
KC,OAK,OAK,OAK,65,4,OAK 35,17,55,0,0,0,1,18
JAC,ARI,JAC,JAC,83,4,JAC 17,-3,57,0,0,0,1,0
JAC,ARI,JAC,JAC,61,4,JAC 39,19,37,0,0,0,1,0
JAC,ARI,JAC,JAC,78,4,JAC 22,8,61,0,0,0,1,0
JAC,ARI,JAC,JAC,58,4,JAC 42,22,26,0,0,0,1,0
JAC,ARI,ARI,ARI,53,4,ARI 47,19,38,0,0,0,1,0
JAC,ARI,ARI,ARI,80,4,ARI 20,0,53,0,0,0,1,11
JAC,ARI,ARI,JAC,48,4,JAC 48,21,NA,0,0,0,1,0
GB,CIN,GB,GB,58,4,GB 42,15,38,0,0,0,1,12
GB,CIN,CIN,CIN,61,4,CIN 39,19,NA,0,0,0,1,0
GB,CIN,GB,GB,87,4,GB 13,3,53,0,0,0,1,60
GB,CIN,GB,GB,85,4,GB 15,-15,50,0,0,0,1,6
GB,CIN,CIN,CIN,52,4,CIN 48,20,48,0,0,0,1,0
GB,CIN,GB,CIN,37,4,CIN 37,36,28,0,0,0,1,0
GB,CIN,CIN,CIN,82,4,CIN 18,9,56,0,0,0,1,0
GB,CIN,GB,GB,72,4,GB 28,12,42,0,0,0,1,4
GB,CIN,CIN,GB,35,4,GB 35,31,20,0,0,0,1,0
GB,CIN,GB,GB,87,4,GB 13,-2,48,0,0,0,1,32
SF,SEA,SEA,SEA,82,4,SEA 18,-4,67,0,0,0,1,11
SF,SEA,SEA,SEA,52,4,SEA 48,17,37,0,0,0,1,6
SF,SEA,SEA,SEA,75,4,SEA 25,4,50,0,0,0,1,3
SF,SEA,SF,SF,81,4,SF 19,1,50,0,0,0,1,-1
SF,SEA,SF,SEA,45,4,SEA 45,35,41,0,0,0,1,0
SF,SEA,SEA,SEA,93,4,SEA 7,3,36,0,0,0,1,0
SF,SEA,SEA,SEA,76,4,SEA 24,4,64,0,0,0,1,14
SF,SEA,SF,SF,66,4,SF 34,8,46,0,0,0,1,11
SF,SEA,SEA,SEA,56,4,SEA 44,13,55,0,0,0,1,0
SF,SEA,SF,SF,83,4,SF 17,16,55,0,0,0,1,19
SF,SEA,SEA,SEA,81,4,SEA 19,7,56,0,0,0,1,1
SF,SEA,SF,SF,69,4,SF 31,5,50,0,0,0,1,11
SF,SEA,SF,SF,74,4,SF 26,8,39,0,0,0,1,0
BUF,TB,TB,TB,72,4,TB 28,-2,42,0,0,0,1,0
BUF,TB,TB,BUF,49,4,BUF 49,23,39,0,0,0,1,0
BUF,TB,BUF,BUF,82,4,BUF 18,13,37,0,0,0,1,0
BUF,TB,TB,BUF,46,4,BUF 46,4,37,0,0,0,1,0
BUF,TB,BUF,BUF,57,4,BUF 43,21,NA,0,0,0,1,0
BUF,TB,TB,TB,69,4,TB 31,6,63,0,0,0,1,0
BUF,TB,BUF,BUF,74,4,BUF 26,20,48,0,0,0,1,5
BUF,TB,TB,TB,77,4,TB 23,-8,35,0,0,0,1,0
BUF,TB,TB,TB,73,4,TB 27,7,42,0,0,0,1,15
SD,BAL,SD,SD,82,4,SD 18,-2,34,0,0,0,1,0
SD,BAL,BAL,SD,45,4,SD 45,7,44,0,0,0,1,0
SD,BAL,SD,SD,55,4,SD 45,11,41,0,0,0,1,0
SD,BAL,BAL,BAL,80,4,BAL 20,6,42,0,0,0,1,0
SD,BAL,BAL,SD,42,4,SD 42,16,39,0,0,0,1,0
SD,BAL,BAL,SD,48,4,SD 48,24,41,0,0,0,1,0
DEN,CLE,DEN,DEN,57,4,DEN 43,23,52,0,0,0,1,7
DEN,CLE,CLE,DEN,43,4,DEN 43,39,NA,0,0,0,1,0
DEN,CLE,DEN,DEN,70,4,DEN 30,10,57,0,0,0,1,17
DEN,CLE,CLE,CLE,61,4,CLE 39,9,56,0,0,0,1,0
DEN,CLE,CLE,MID,50,4,MID 50,30,39,0,0,0,1,0
DEN,CLE,CLE,DEN,44,4,DEN 44,29,36,0,0,0,1,10
DEN,CLE,CLE,CLE,98,4,CLE 2,-18,56,0,0,0,1,0
DEN,CLE,CLE,CLE,73,4,CLE 27,7,42,0,0,0,1,0
CHI,PIT,CHI,CHI,67,4,CHI 33,4,52,0,0,0,1,0
CHI,PIT,CHI,CHI,63,4,CHI 37,7,42,0,0,0,1,-1
CHI,PIT,CHI,CHI,59,4,CHI 41,32,45,0,0,0,1,8
CHI,PIT,PIT,PIT,61,4,PIT 39,17,58,0,0,0,1,0
CHI,PIT,PIT,PIT,80,4,PIT 20,0,57,0,0,0,1,12
CHI,PIT,CHI,CHI,73,4,CHI 27,-8,42,0,0,0,1,0
CHI,PIT,PIT,PIT,69,4,PIT 31,10,48,0,0,0,1,2
CHI,PIT,CHI,CHI,60,4,CHI 40,17,48,0,0,0,1,19
CHI,PIT,CHI,CHI,73,4,CHI 27,14,46,0,0,0,1,10
DAL,NYG,DAL,DAL,69,4,DAL 31,8,47,0,0,0,1,5
DAL,NYG,NYG,NYG,73,4,NYG 27,2,49,0,0,0,1,0
DAL,NYG,NYG,DAL,38,4,DAL 38,38,33,0,0,0,1,0
DAL,NYG,DAL,DAL,92,4,DAL 8,3,59,0,0,0,1,9
DAL,NYG,NYG,NYG,54,4,NYG 46,4,46,0,0,0,1,4
DAL,NYG,DAL,NYG,50,4,NYG 50,30,44,0,0,0,1,0
DAL,NYG,NYG,DAL,45,4,DAL 45,49,28,0,0,0,1,0
DAL,NYG,NYG,NYG,74,4,NYG 26,6,30,0,0,0,1,0
DAL,NYG,DAL,DAL,80,4,DAL 20,3,45,0,0,0,1,7
MIA,IND,IND,IND,56,4,IND 44,24,NA,0,0,0,1,0
MIA,IND,MIA,MIA,55,4,MIA 45,25,44,0,0,0,1,2
MIA,IND,IND,IND,80,4,IND 20,7,40,0,0,0,1,0
MIA,IND,IND,IND,61,4,IND 39,-1,49,0,0,0,1,8
BAL,CLE,CLE,CLE,63,4,CLE 37,13,57,0,0,0,1,8
BAL,CLE,CLE,BAL,44,4,BAL 44,32,38,0,0,0,1,0
BAL,CLE,CLE,CLE,60,4,CLE 40,9,NA,0,0,0,1,0
BAL,CLE,BAL,BAL,59,4,BAL 41,21,45,0,0,0,1,11
BAL,CLE,CLE,CLE,64,4,CLE 36,25,57,0,0,0,1,15
BAL,CLE,BAL,BAL,80,4,BAL 20,-2,48,0,0,0,1,15
BAL,CLE,BAL,CLE,47,4,CLE 47,0,37,0,0,0,1,0
BAL,CLE,CLE,CLE,86,4,CLE 14,4,43,0,0,0,1,5
BAL,CLE,BAL,CLE,48,4,CLE 48,4,46,0,0,0,1,0
NYJ,TEN,TEN,TEN,67,4,TEN 33,7,37,0,0,0,1,0
NYJ,TEN,NYJ,NYJ,53,4,NYJ 47,17,43,0,0,0,1,12
NYJ,TEN,TEN,TEN,81,4,TEN 19,-3,37,0,0,0,1,1
NYJ,TEN,NYJ,NYJ,69,4,NYJ 31,5,39,0,0,0,1,0
NYJ,TEN,NYJ,NYJ,66,4,NYJ 34,0,40,0,0,0,1,0
NYJ,TEN,NYJ,TEN,44,4,TEN 44,1,NA,0,0,0,1,0
NYJ,TEN,NYJ,NYJ,85,4,NYJ 15,-7,38,0,0,0,1,0
NYJ,TEN,TEN,MID,50,4,MID 50,3,NA,0,0,0,1,0
NYJ,TEN,NYJ,NYJ,81,4,NYJ 19,-1,58,0,0,0,1,0
NYJ,TEN,TEN,TEN,71,4,TEN 29,5,41,0,0,0,1,13
NYJ,TEN,NYJ,TEN,44,4,TEN 44,13,31,0,0,0,1,0
NYJ,TEN,TEN,TEN,88,4,TEN 12,-1,48,0,0,0,1,0
NYJ,TEN,TEN,NYJ,45,4,NYJ 45,32,NA,0,0,0,1,0
NYJ,TEN,NYJ,NYJ,75,4,NYJ 25,5,44,0,0,0,1,0
NYJ,TEN,TEN,TEN,69,4,TEN 31,0,45,0,0,0,1,37
NYJ,TEN,NYJ,NYJ,57,4,NYJ 43,0,23,0,0,0,1,0
DET,WAS,DET,DET,72,4,DET 28,13,48,0,0,0,1,0
DET,WAS,WAS,WAS,55,4,WAS 45,20,49,0,0,0,1,0
DET,WAS,WAS,WAS,68,4,WAS 32,9,58,0,0,0,1,2
DET,WAS,DET,DET,59,4,DET 41,16,47,0,0,0,1,0
DET,WAS,DET,MID,50,4,MID 50,-4,42,0,0,0,1,10
DET,WAS,WAS,WAS,83,4,WAS 17,8,55,0,0,0,1,0
DET,WAS,DET,WAS,47,4,WAS 47,25,32,0,0,0,1,0
DET,WAS,WAS,WAS,53,4,WAS 47,32,38,0,0,0,1,0
DET,WAS,DET,DET,90,4,DET 10,-5,41,0,0,0,1,0
DET,WAS,WAS,DET,44,4,DET 44,7,29,0,0,0,1,0
DET,WAS,DET,DET,53,4,DET 47,27,31,0,0,0,1,0
HOU,JAC,HOU,JAC,45,4,JAC 45,34,34,0,0,0,1,0
HOU,JAC,JAC,JAC,91,4,JAC 9,-2,35,0,0,0,1,0
HOU,JAC,HOU,JAC,38,4,JAC 38,36,NA,0,0,0,1,0
HOU,JAC,JAC,JAC,76,4,JAC 24,4,38,0,0,0,1,13
HOU,JAC,HOU,HOU,77,4,HOU 23,4,50,0,0,0,1,0
HOU,JAC,JAC,HOU,44,4,HOU 44,29,33,0,0,0,1,0
HOU,JAC,HOU,HOU,89,4,HOU 11,0,49,0,0,0,1,0
MIN,SF,SF,SF,88,4,SF 12,-11,50,0,0,0,1,3
MIN,SF,MIN,MIN,58,4,MIN 42,1,49,0,0,0,1,13
MIN,SF,SF,SF,69,4,SF 31,9,57,0,0,0,1,0
MIN,SF,SF,SF,78,4,SF 22,8,53,0,0,0,1,0
MIN,SF,MIN,SF,38,4,SF 38,37,30,0,0,0,1,0
MIN,SF,SF,SF,87,4,SF 13,5,53,0,0,0,1,32
MIN,SF,MIN,MIN,80,4,MIN 20,-10,43,0,0,0,1,1
MIN,SF,SF,SF,56,4,SF 44,14,NA,0,0,0,1,0
MIN,SF,MIN,MIN,76,4,MIN 24,-5,60,0,0,0,1,0
MIN,SF,SF,SF,76,4,SF 24,8,46,0,0,0,1,10
MIN,SF,SF,SF,60,4,SF 40,20,54,0,0,0,1,8
MIN,SF,MIN,SF,42,4,SF 42,51,NA,0,0,0,1,0
MIN,SF,MIN,MIN,74,4,MIN 26,4,52,0,0,0,1,5
MIN,SF,SF,SF,72,4,SF 28,1,49,0,0,0,1,5
MIN,SF,SF,MIN,47,4,MIN 47,6,NA,0,0,0,1,0
NE,ATL,ATL,ATL,73,4,ATL 27,3,29,0,0,0,1,0
NE,ATL,NE,NE,73,4,NE 27,4,51,0,0,0,1,0
NE,ATL,ATL,NE,38,4,NE 38,31,23,0,0,0,1,0
NE,ATL,ATL,ATL,61,4,ATL 39,19,48,0,0,0,1,15
NE,ATL,NE,NE,62,4,NE 38,5,36,0,0,0,1,0
NE,ATL,ATL,ATL,67,4,ATL 33,7,41,0,0,0,1,2
NE,ATL,ATL,ATL,69,4,ATL 31,6,47,0,0,0,1,0
TB,NYG,TB,TB,61,4,TB 39,9,58,0,0,0,1,20
TB,NYG,NYG,NYG,72,4,NYG 28,5,51,0,0,0,1,20
TB,NYG,TB,TB,80,4,TB 20,0,47,0,0,0,1,0
TB,NYG,NYG,NYG,66,4,NYG 34,1,47,0,0,0,1,0
TB,NYG,TB,TB,74,4,TB 26,7,39,0,0,0,1,8
